"","cod_municipio","municipio","faixa_etaria","quantidade","sexo"
"483",210275,"Capinzal do Norte","10-14",485,"Feminino"
"484",210280,"Carolina","10-14",952,"Feminino"
"485",210290,"Carutapera","10-14",1097,"Feminino"
"486",210300,"Caxias","10-14",7583,"Feminino"
"487",210310,"Cedral","10-14",397,"Feminino"
"488",210312,"Central do Maranhão","10-14",393,"Feminino"
"489",210315,"Centro do Guilherme","10-14",638,"Feminino"
"490",210317,"Centro Novo do Maranhão","10-14",1024,"Feminino"
"491",210320,"Chapadinha","10-14",3984,"Feminino"
"492",210325,"Cidelândia","10-14",669,"Feminino"
"493",210330,"Codó","10-14",5919,"Feminino"
"494",210340,"Coelho Neto","10-14",2476,"Feminino"
"495",210350,"Colinas","10-14",1956,"Feminino"
"496",210355,"Conceição do Lago-Açu","10-14",871,"Feminino"
"497",210360,"Coroatá","10-14",2997,"Feminino"
"498",210370,"Cururupu","10-14",1170,"Feminino"
"499",210375,"Davinópolis","10-14",595,"Feminino"
"500",210380,"Dom Pedro","10-14",1066,"Feminino"
"501",210390,"Duque Bacelar","10-14",545,"Feminino"
"502",210400,"Esperantinópolis","10-14",763,"Feminino"
"503",210405,"Estreito","10-14",1979,"Feminino"
"504",210407,"Feira Nova do Maranhão","10-14",316,"Feminino"
"505",210408,"Fernando Falcão","10-14",548,"Feminino"
"506",210409,"Formosa da Serra Negra","10-14",801,"Feminino"
"507",210410,"Fortaleza dos Nogueiras","10-14",557,"Feminino"
"508",210420,"Fortuna","10-14",707,"Feminino"
"509",210430,"Godofredo Viana","10-14",527,"Feminino"
"510",210440,"Gonçalves Dias","10-14",823,"Feminino"
"511",210450,"Governador Archer","10-14",519,"Feminino"
"512",210455,"Governador Edison Lobão","10-14",824,"Feminino"
"513",210460,"Governador Eugênio Barros","10-14",769,"Feminino"
"514",210462,"Governador Luiz Rocha","10-14",312,"Feminino"
"515",210465,"Governador Newton Bello","10-14",509,"Feminino"
"516",210467,"Governador Nunes Freire","10-14",1275,"Feminino"
"517",210470,"Graça Aranha","10-14",260,"Feminino"
"518",210480,"Grajaú","10-14",3500,"Feminino"
"519",210490,"Guimarães","10-14",453,"Feminino"
"520",210500,"Humberto de Campos","10-14",1402,"Feminino"
"521",210510,"Icatu","10-14",1220,"Feminino"
"522",210515,"Igarapé do Meio","10-14",713,"Feminino"
"523",210520,"Igarapé Grande","10-14",516,"Feminino"
"524",210530,"Imperatriz","10-14",11130,"Feminino"
"525",210535,"Itaipava do Grajaú","10-14",787,"Feminino"
"526",210540,"Itapecuru Mirim","10-14",3135,"Feminino"
"527",210542,"Itinga do Maranhão","10-14",1140,"Feminino"
"528",210545,"Jatobá","10-14",475,"Feminino"
"529",210547,"Jenipapo dos Vieiras","10-14",820,"Feminino"
"530",210550,"João Lisboa","10-14",972,"Feminino"
"531",210560,"Joselândia","10-14",710,"Feminino"
"532",210565,"Junco do Maranhão","10-14",153,"Feminino"
"533",210570,"Lago da Pedra","10-14",2230,"Feminino"
"534",210580,"Lago do Junco","10-14",483,"Feminino"
"535",210594,"Lago dos Rodrigues","10-14",330,"Feminino"
"536",210590,"Lago Verde","10-14",776,"Feminino"
"537",210592,"Lagoa do Mato","10-14",494,"Feminino"
"538",210596,"Lagoa Grande do Maranhão","10-14",520,"Feminino"
"539",210598,"Lajeado Novo","10-14",286,"Feminino"
"540",210600,"Lima Campos","10-14",485,"Feminino"
"541",210610,"Loreto","10-14",485,"Feminino"
"542",210620,"Luís Domingues","10-14",294,"Feminino"
"543",210630,"Magalhães de Almeida","10-14",879,"Feminino"
"544",210632,"Maracaçumé","10-14",1136,"Feminino"
"545",210635,"Marajá do Sena","10-14",361,"Feminino"
"546",210637,"Maranhãozinho","10-14",606,"Feminino"
"547",210640,"Mata Roma","10-14",893,"Feminino"
"548",210650,"Matinha","10-14",1095,"Feminino"
"549",210660,"Matões","10-14",1653,"Feminino"
"550",210663,"Matões do Norte","10-14",661,"Feminino"
"551",210667,"Milagres do Maranhão","10-14",393,"Feminino"
"552",210670,"Mirador","10-14",910,"Feminino"
"553",210675,"Miranda do Norte","10-14",1293,"Feminino"
"554",210680,"Mirinzal","10-14",590,"Feminino"
"555",210690,"Monção","10-14",1548,"Feminino"
"556",210700,"Montes Altos","10-14",367,"Feminino"
"557",210710,"Morros","10-14",937,"Feminino"
"558",210720,"Nina Rodrigues","10-14",732,"Feminino"
"559",210725,"Nova Colinas","10-14",238,"Feminino"
"560",210730,"Nova Iorque","10-14",191,"Feminino"
"561",210735,"Nova Olinda do Maranhão","10-14",957,"Feminino"
"562",210740,"Olho d'Água das Cunhãs","10-14",765,"Feminino"
"563",210745,"Olinda Nova do Maranhão","10-14",671,"Feminino"
"564",210750,"Paço do Lumiar","10-14",5302,"Feminino"
"565",210760,"Palmeirândia","10-14",890,"Feminino"
"566",210770,"Paraibano","10-14",905,"Feminino"
"567",210780,"Parnarama","10-14",1519,"Feminino"
"568",210790,"Passagem Franca","10-14",891,"Feminino"
"569",210800,"Pastos Bons","10-14",889,"Feminino"
"570",210805,"Paulino Neves","10-14",816,"Feminino"
"571",210810,"Paulo Ramos","10-14",962,"Feminino"
"572",210820,"Pedreiras","10-14",1826,"Feminino"
"573",210825,"Pedro do Rosário","10-14",1295,"Feminino"
"574",210830,"Penalva","10-14",1723,"Feminino"
"575",210840,"Peri Mirim","10-14",584,"Feminino"
"576",210845,"Peritoró","10-14",1110,"Feminino"
"577",210850,"Pindaré-Mirim","10-14",1558,"Feminino"
"578",210860,"Pinheiro","10-14",3669,"Feminino"
"579",210870,"Pio XII","10-14",994,"Feminino"
"580",210880,"Pirapemas","10-14",917,"Feminino"
"581",210890,"Poção de Pedras","10-14",729,"Feminino"
"582",210900,"Porto Franco","10-14",1004,"Feminino"
"583",210905,"Porto Rico do Maranhão","10-14",206,"Feminino"
"584",210910,"Presidente Dutra","10-14",2085,"Feminino"
"585",210920,"Presidente Juscelino","10-14",622,"Feminino"
"586",210923,"Presidente Médici","10-14",304,"Feminino"
"587",210927,"Presidente Sarney","10-14",872,"Feminino"
"588",210930,"Presidente Vargas","10-14",591,"Feminino"
"589",210940,"Primeira Cruz","10-14",686,"Feminino"
"590",210945,"Raposa","10-14",1447,"Feminino"
"591",210950,"Riachão","10-14",798,"Feminino"
"592",210955,"Ribamar Fiquene","10-14",320,"Feminino"
"593",210960,"Rosário","10-14",1877,"Feminino"
"594",210970,"Sambaíba","10-14",211,"Feminino"
"595",210975,"Santa Filomena do Maranhão","10-14",361,"Feminino"
"596",210980,"Santa Helena","10-14",2019,"Feminino"
"597",210990,"Santa Inês","10-14",4223,"Feminino"
"598",211000,"Santa Luzia","10-14",3433,"Feminino"
"599",211003,"Santa Luzia do Paruá","10-14",1147,"Feminino"
"600",211010,"Santa Quitéria do Maranhão","10-14",1208,"Feminino"
"601",211020,"Santa Rita","10-14",1678,"Feminino"
"602",211023,"Santana do Maranhão","10-14",562,"Feminino"
"603",211027,"Santo Amaro do Maranhão","10-14",769,"Feminino"
"604",211030,"Santo Antônio dos Lopes","10-14",553,"Feminino"
"605",211040,"São Benedito do Rio Preto","10-14",977,"Feminino"
"606",211050,"São Bento","10-14",1847,"Feminino"
"607",211060,"São Bernardo","10-14",1337,"Feminino"
"608",211065,"São Domingos do Azeitão","10-14",331,"Feminino"
"609",211070,"São Domingos do Maranhão","10-14",1485,"Feminino"
"610",211080,"São Félix de Balsas","10-14",187,"Feminino"
"611",211085,"São Francisco do Brejão","10-14",531,"Feminino"
"612",211090,"São Francisco do Maranhão","10-14",455,"Feminino"
"613",211100,"São João Batista","10-14",830,"Feminino"
"614",211102,"São João do Carú","10-14",736,"Feminino"
"615",211105,"São João do Paraíso","10-14",411,"Feminino"
"616",211107,"São João do Soter","10-14",872,"Feminino"
"617",211110,"São João dos Patos","10-14",1082,"Feminino"
"618",211120,"São José de Ribamar","10-14",7917,"Feminino"
"619",211125,"São José dos Basílios","10-14",316,"Feminino"
"620",211130,"São Luís","10-14",47122,"Feminino"
"621",211140,"São Luís Gonzaga do Maranhão","10-14",852,"Feminino"
"622",211150,"São Mateus do Maranhão","10-14",1991,"Feminino"
"623",211153,"São Pedro da Água Branca","10-14",579,"Feminino"
"624",211157,"São Pedro dos Crentes","10-14",187,"Feminino"
"625",211160,"São Raimundo das Mangabeiras","10-14",827,"Feminino"
"626",211163,"São Raimundo do Doca Bezerra","10-14",224,"Feminino"
"627",211167,"São Roberto","10-14",310,"Feminino"
"628",211170,"São Vicente Ferrer","10-14",957,"Feminino"
"629",211172,"Satubinha","10-14",690,"Feminino"
"630",211174,"Senador Alexandre Costa","10-14",527,"Feminino"
"631",211176,"Senador La Rocque","10-14",626,"Feminino"
"632",211178,"Serrano do Maranhão","10-14",438,"Feminino"
"633",211180,"Sítio Novo","10-14",716,"Feminino"
"634",211190,"Sucupira do Norte","10-14",462,"Feminino"
"635",211195,"Sucupira do Riachão","10-14",246,"Feminino"
"636",211200,"Tasso Fragoso","10-14",425,"Feminino"
"637",211210,"Timbiras","10-14",1357,"Feminino"
"638",211220,"Timon","10-14",7247,"Feminino"
"639",211223,"Trizidela do Vale","10-14",1022,"Feminino"
"640",211227,"Tufilândia","10-14",277,"Feminino"
"641",211230,"Tuntum","10-14",1738,"Feminino"
"642",211240,"Turiaçu","10-14",1676,"Feminino"
"643",211245,"Turilândia","10-14",1535,"Feminino"
"644",211250,"Tutóia","10-14",2826,"Feminino"
"645",211260,"Urbano Santos","10-14",1732,"Feminino"
"646",211270,"Vargem Grande","10-14",2800,"Feminino"
"647",211280,"Viana","10-14",2390,"Feminino"
"648",211285,"Vila Nova dos Martírios","10-14",619,"Feminino"
"649",211290,"Vitória do Mearim","10-14",1485,"Feminino"
"650",211300,"Vitorino Freire","10-14",1267,"Feminino"
"651",211400,"Zé Doca","10-14",2393,"Feminino"
"652",210005,"Açailândia","15-19",5543,"Feminino"
"653",210010,"Afonso Cunha","15-19",355,"Feminino"
"654",210015,"Água Doce do Maranhão","15-19",592,"Feminino"
"655",210020,"Alcântara","15-19",901,"Feminino"
"656",210030,"Aldeias Altas","15-19",1330,"Feminino"
"657",210040,"Altamira do Maranhão","15-19",392,"Feminino"
"658",210043,"Alto Alegre do Maranhão","15-19",1256,"Feminino"
"659",210047,"Alto Alegre do Pindaré","15-19",1441,"Feminino"
"660",210050,"Alto Parnaíba","15-19",488,"Feminino"
"661",210055,"Amapá do Maranhão","15-19",388,"Feminino"
"662",210060,"Amarante do Maranhão","15-19",2062,"Feminino"
"663",210070,"Anajatuba","15-19",1077,"Feminino"
"664",210080,"Anapurus","15-19",824,"Feminino"
"665",210083,"Apicum-Açu","15-19",759,"Feminino"
"666",210087,"Araguanã","15-19",726,"Feminino"
"667",210090,"Araioses","15-19",1905,"Feminino"
"668",210095,"Arame","15-19",1609,"Feminino"
"669",210100,"Arari","15-19",1280,"Feminino"
"670",210110,"Axixá","15-19",537,"Feminino"
"671",210120,"Bacabal","15-19",4909,"Feminino"
"672",210125,"Bacabeira","15-19",851,"Feminino"
"673",210130,"Bacuri","15-19",720,"Feminino"
"674",210135,"Bacurituba","15-19",248,"Feminino"
"675",210140,"Balsas","15-19",4963,"Feminino"
"676",210150,"Barão de Grajaú","15-19",805,"Feminino"
"677",210160,"Barra do Corda","15-19",3851,"Feminino"
"678",210170,"Barreirinhas","15-19",3101,"Feminino"
"679",210177,"Bela Vista do Maranhão","15-19",544,"Feminino"
"680",210173,"Belágua","15-19",379,"Feminino"
"681",210180,"Benedito Leite","15-19",178,"Feminino"
"682",210190,"Bequimão","15-19",823,"Feminino"
"683",210193,"Bernardo do Mearim","15-19",251,"Feminino"
"684",210197,"Boa Vista do Gurupi","15-19",511,"Feminino"
"685",210200,"Bom Jardim","15-19",1952,"Feminino"
"686",210203,"Bom Jesus das Selvas","15-19",1824,"Feminino"
"687",210207,"Bom Lugar","15-19",761,"Feminino"
"688",210210,"Brejo","15-19",1712,"Feminino"
"689",210215,"Brejo de Areia","15-19",449,"Feminino"
"690",210220,"Buriti","15-19",1403,"Feminino"
"691",210230,"Buriti Bravo","15-19",1016,"Feminino"
"692",210232,"Buriticupu","15-19",4066,"Feminino"
"693",210235,"Buritirana","15-19",657,"Feminino"
"694",210237,"Cachoeira Grande","15-19",432,"Feminino"
"695",210240,"Cajapió","15-19",475,"Feminino"
"696",210250,"Cajari","15-19",968,"Feminino"
"697",210255,"Campestre do Maranhão","15-19",724,"Feminino"
"698",210260,"Cândido Mendes","15-19",957,"Feminino"
"699",210270,"Cantanhede","15-19",1074,"Feminino"
"700",210275,"Capinzal do Norte","15-19",452,"Feminino"
"701",210280,"Carolina","15-19",931,"Feminino"
"702",210290,"Carutapera","15-19",1122,"Feminino"
"703",210300,"Caxias","15-19",7636,"Feminino"
"704",210310,"Cedral","15-19",420,"Feminino"
"705",210312,"Central do Maranhão","15-19",392,"Feminino"
"706",210315,"Centro do Guilherme","15-19",738,"Feminino"
"707",210317,"Centro Novo do Maranhão","15-19",1208,"Feminino"
"708",210320,"Chapadinha","15-19",3850,"Feminino"
"709",210325,"Cidelândia","15-19",638,"Feminino"
"710",210330,"Codó","15-19",5480,"Feminino"
"711",210340,"Coelho Neto","15-19",2351,"Feminino"
"712",210350,"Colinas","15-19",1838,"Feminino"
"713",210355,"Conceição do Lago-Açu","15-19",863,"Feminino"
"714",210360,"Coroatá","15-19",3029,"Feminino"
"715",210370,"Cururupu","15-19",1385,"Feminino"
"716",210375,"Davinópolis","15-19",623,"Feminino"
"717",210380,"Dom Pedro","15-19",992,"Feminino"
"718",210390,"Duque Bacelar","15-19",575,"Feminino"
"719",210400,"Esperantinópolis","15-19",680,"Feminino"
"720",210405,"Estreito","15-19",1804,"Feminino"
"721",210407,"Feira Nova do Maranhão","15-19",349,"Feminino"
"722",210408,"Fernando Falcão","15-19",520,"Feminino"
"723",210409,"Formosa da Serra Negra","15-19",939,"Feminino"
"724",210410,"Fortaleza dos Nogueiras","15-19",581,"Feminino"
"725",210420,"Fortuna","15-19",608,"Feminino"
"726",210430,"Godofredo Viana","15-19",524,"Feminino"
"727",210440,"Gonçalves Dias","15-19",777,"Feminino"
"728",210450,"Governador Archer","15-19",479,"Feminino"
"729",210455,"Governador Edison Lobão","15-19",832,"Feminino"
"730",210460,"Governador Eugênio Barros","15-19",739,"Feminino"
"731",210462,"Governador Luiz Rocha","15-19",362,"Feminino"
"732",210465,"Governador Newton Bello","15-19",513,"Feminino"
"733",210467,"Governador Nunes Freire","15-19",1339,"Feminino"
"734",210470,"Graça Aranha","15-19",250,"Feminino"
"735",210480,"Grajaú","15-19",3311,"Feminino"
"736",210490,"Guimarães","15-19",454,"Feminino"
"737",210500,"Humberto de Campos","15-19",1415,"Feminino"
"738",210510,"Icatu","15-19",1224,"Feminino"
"739",210515,"Igarapé do Meio","15-19",711,"Feminino"
"740",210520,"Igarapé Grande","15-19",438,"Feminino"
"741",210530,"Imperatriz","15-19",11866,"Feminino"
"742",210535,"Itaipava do Grajaú","15-19",781,"Feminino"
"743",210540,"Itapecuru Mirim","15-19",3128,"Feminino"
"744",210542,"Itinga do Maranhão","15-19",1223,"Feminino"
"745",210545,"Jatobá","15-19",445,"Feminino"
"746",210547,"Jenipapo dos Vieiras","15-19",814,"Feminino"
"747",210550,"João Lisboa","15-19",1076,"Feminino"
"748",210560,"Joselândia","15-19",703,"Feminino"
"749",210565,"Junco do Maranhão","15-19",173,"Feminino"
"750",210570,"Lago da Pedra","15-19",2378,"Feminino"
"751",210580,"Lago do Junco","15-19",508,"Feminino"
"752",210594,"Lago dos Rodrigues","15-19",354,"Feminino"
"753",210590,"Lago Verde","15-19",863,"Feminino"
"754",210592,"Lagoa do Mato","15-19",544,"Feminino"
"755",210596,"Lagoa Grande do Maranhão","15-19",577,"Feminino"
"756",210598,"Lajeado Novo","15-19",304,"Feminino"
"757",210600,"Lima Campos","15-19",512,"Feminino"
"758",210610,"Loreto","15-19",539,"Feminino"
"759",210620,"Luís Domingues","15-19",296,"Feminino"
"760",210630,"Magalhães de Almeida","15-19",879,"Feminino"
"761",210632,"Maracaçumé","15-19",1125,"Feminino"
"762",210635,"Marajá do Sena","15-19",340,"Feminino"
"763",210637,"Maranhãozinho","15-19",677,"Feminino"
"764",210640,"Mata Roma","15-19",853,"Feminino"
"765",210650,"Matinha","15-19",1010,"Feminino"
"766",210660,"Matões","15-19",1607,"Feminino"
"767",210663,"Matões do Norte","15-19",812,"Feminino"
"768",210667,"Milagres do Maranhão","15-19",431,"Feminino"
"769",210670,"Mirador","15-19",933,"Feminino"
"770",210675,"Miranda do Norte","15-19",1410,"Feminino"
"771",210680,"Mirinzal","15-19",670,"Feminino"
"772",210690,"Monção","15-19",1656,"Feminino"
"773",210700,"Montes Altos","15-19",387,"Feminino"
"774",210710,"Morros","15-19",946,"Feminino"
"775",210720,"Nina Rodrigues","15-19",757,"Feminino"
"776",210725,"Nova Colinas","15-19",229,"Feminino"
"777",210730,"Nova Iorque","15-19",181,"Feminino"
"778",210735,"Nova Olinda do Maranhão","15-19",1045,"Feminino"
"779",210740,"Olho d'Água das Cunhãs","15-19",844,"Feminino"
"780",210745,"Olinda Nova do Maranhão","15-19",726,"Feminino"
"781",210750,"Paço do Lumiar","15-19",5947,"Feminino"
"782",210760,"Palmeirândia","15-19",842,"Feminino"
"783",210770,"Paraibano","15-19",917,"Feminino"
"784",210780,"Parnarama","15-19",1560,"Feminino"
"785",210790,"Passagem Franca","15-19",849,"Feminino"
"786",210800,"Pastos Bons","15-19",770,"Feminino"
"787",210805,"Paulino Neves","15-19",837,"Feminino"
"788",210810,"Paulo Ramos","15-19",1010,"Feminino"
"789",210820,"Pedreiras","15-19",1637,"Feminino"
"790",210825,"Pedro do Rosário","15-19",1245,"Feminino"
"791",210830,"Penalva","15-19",1882,"Feminino"
"792",210840,"Peri Mirim","15-19",589,"Feminino"
"793",210845,"Peritoró","15-19",1175,"Feminino"
"794",210850,"Pindaré-Mirim","15-19",1534,"Feminino"
"795",210860,"Pinheiro","15-19",3809,"Feminino"
"796",210870,"Pio XII","15-19",931,"Feminino"
"797",210880,"Pirapemas","15-19",944,"Feminino"
"798",210890,"Poção de Pedras","15-19",691,"Feminino"
"799",210900,"Porto Franco","15-19",1018,"Feminino"
"800",210905,"Porto Rico do Maranhão","15-19",217,"Feminino"
"801",210910,"Presidente Dutra","15-19",2102,"Feminino"
"802",210920,"Presidente Juscelino","15-19",649,"Feminino"
"803",210923,"Presidente Médici","15-19",336,"Feminino"
"804",210927,"Presidente Sarney","15-19",970,"Feminino"
"805",210930,"Presidente Vargas","15-19",546,"Feminino"
"806",210940,"Primeira Cruz","15-19",730,"Feminino"
"807",210945,"Raposa","15-19",1597,"Feminino"
"808",210950,"Riachão","15-19",792,"Feminino"
"809",210955,"Ribamar Fiquene","15-19",355,"Feminino"
"810",210960,"Rosário","15-19",1915,"Feminino"
"811",210970,"Sambaíba","15-19",184,"Feminino"
"812",210975,"Santa Filomena do Maranhão","15-19",358,"Feminino"
"813",210980,"Santa Helena","15-19",2045,"Feminino"
"814",210990,"Santa Inês","15-19",4285,"Feminino"
"815",211000,"Santa Luzia","15-19",3521,"Feminino"
"816",211003,"Santa Luzia do Paruá","15-19",1195,"Feminino"
"817",211010,"Santa Quitéria do Maranhão","15-19",1273,"Feminino"
"818",211020,"Santa Rita","15-19",1655,"Feminino"
"819",211023,"Santana do Maranhão","15-19",664,"Feminino"
"820",211027,"Santo Amaro do Maranhão","15-19",721,"Feminino"
"821",211030,"Santo Antônio dos Lopes","15-19",612,"Feminino"
"822",211040,"São Benedito do Rio Preto","15-19",897,"Feminino"
"823",211050,"São Bento","15-19",1896,"Feminino"
"824",211060,"São Bernardo","15-19",1311,"Feminino"
"825",211065,"São Domingos do Azeitão","15-19",353,"Feminino"
"826",211070,"São Domingos do Maranhão","15-19",1476,"Feminino"
"827",211080,"São Félix de Balsas","15-19",139,"Feminino"
"828",211085,"São Francisco do Brejão","15-19",549,"Feminino"
"829",211090,"São Francisco do Maranhão","15-19",472,"Feminino"
"830",211100,"São João Batista","15-19",808,"Feminino"
"831",211102,"São João do Carú","15-19",861,"Feminino"
"832",211105,"São João do Paraíso","15-19",414,"Feminino"
"833",211107,"São João do Soter","15-19",876,"Feminino"
"834",211110,"São João dos Patos","15-19",1015,"Feminino"
"835",211120,"São José de Ribamar","15-19",8247,"Feminino"
"836",211125,"São José dos Basílios","15-19",330,"Feminino"
"837",211130,"São Luís","15-19",48288,"Feminino"
"838",211140,"São Luís Gonzaga do Maranhão","15-19",829,"Feminino"
