"","cod_municipio","municipio","faixa_etaria","quantidade","sexo"
"4276",210927,"Presidente Sarney","10-14",1051,"Masculino"
"4277",210930,"Presidente Vargas","10-14",636,"Masculino"
"4278",210940,"Primeira Cruz","10-14",857,"Masculino"
"4279",210945,"Raposa","10-14",1400,"Masculino"
"4280",210950,"Riachão","10-14",870,"Masculino"
"4281",210955,"Ribamar Fiquene","10-14",373,"Masculino"
"4282",210960,"Rosário","10-14",1985,"Masculino"
"4283",210970,"Sambaíba","10-14",256,"Masculino"
"4284",210975,"Santa Filomena do Maranhão","10-14",387,"Masculino"
"4285",210980,"Santa Helena","10-14",2053,"Masculino"
"4286",210990,"Santa Inês","10-14",4101,"Masculino"
"4287",211000,"Santa Luzia","10-14",3725,"Masculino"
"4288",211003,"Santa Luzia do Paruá","10-14",1206,"Masculino"
"4289",211010,"Santa Quitéria do Maranhão","10-14",1287,"Masculino"
"4290",211020,"Santa Rita","10-14",1726,"Masculino"
"4291",211023,"Santana do Maranhão","10-14",595,"Masculino"
"4292",211027,"Santo Amaro do Maranhão","10-14",912,"Masculino"
"4293",211030,"Santo Antônio dos Lopes","10-14",637,"Masculino"
"4294",211040,"São Benedito do Rio Preto","10-14",1063,"Masculino"
"4295",211050,"São Bento","10-14",1872,"Masculino"
"4296",211060,"São Bernardo","10-14",1388,"Masculino"
"4297",211065,"São Domingos do Azeitão","10-14",374,"Masculino"
"4298",211070,"São Domingos do Maranhão","10-14",1551,"Masculino"
"4299",211080,"São Félix de Balsas","10-14",197,"Masculino"
"4300",211085,"São Francisco do Brejão","10-14",577,"Masculino"
"4301",211090,"São Francisco do Maranhão","10-14",534,"Masculino"
"4302",211100,"São João Batista","10-14",934,"Masculino"
"4303",211102,"São João do Carú","10-14",870,"Masculino"
"4304",211105,"São João do Paraíso","10-14",527,"Masculino"
"4305",211107,"São João do Soter","10-14",995,"Masculino"
"4306",211110,"São João dos Patos","10-14",1123,"Masculino"
"4307",211120,"São José de Ribamar","10-14",7708,"Masculino"
"4308",211125,"São José dos Basílios","10-14",360,"Masculino"
"4309",211130,"São Luís","10-14",45626,"Masculino"
"4310",211140,"São Luís Gonzaga do Maranhão","10-14",864,"Masculino"
"4311",211150,"São Mateus do Maranhão","10-14",1946,"Masculino"
"4312",211153,"São Pedro da Água Branca","10-14",660,"Masculino"
"4313",211157,"São Pedro dos Crentes","10-14",213,"Masculino"
"4314",211160,"São Raimundo das Mangabeiras","10-14",869,"Masculino"
"4315",211163,"São Raimundo do Doca Bezerra","10-14",242,"Masculino"
"4316",211167,"São Roberto","10-14",359,"Masculino"
"4317",211170,"São Vicente Ferrer","10-14",1033,"Masculino"
"4318",211172,"Satubinha","10-14",746,"Masculino"
"4319",211174,"Senador Alexandre Costa","10-14",587,"Masculino"
"4320",211176,"Senador La Rocque","10-14",676,"Masculino"
"4321",211178,"Serrano do Maranhão","10-14",546,"Masculino"
"4322",211180,"Sítio Novo","10-14",867,"Masculino"
"4323",211190,"Sucupira do Norte","10-14",486,"Masculino"
"4324",211195,"Sucupira do Riachão","10-14",250,"Masculino"
"4325",211200,"Tasso Fragoso","10-14",435,"Masculino"
"4326",211210,"Timbiras","10-14",1422,"Masculino"
"4327",211220,"Timon","10-14",7599,"Masculino"
"4328",211223,"Trizidela do Vale","10-14",1012,"Masculino"
"4329",211227,"Tufilândia","10-14",309,"Masculino"
"4330",211230,"Tuntum","10-14",1997,"Masculino"
"4331",211240,"Turiaçu","10-14",1923,"Masculino"
"4332",211245,"Turilândia","10-14",1571,"Masculino"
"4333",211250,"Tutóia","10-14",2924,"Masculino"
"4334",211260,"Urbano Santos","10-14",1922,"Masculino"
"4335",211270,"Vargem Grande","10-14",2875,"Masculino"
"4336",211280,"Viana","10-14",2510,"Masculino"
"4337",211285,"Vila Nova dos Martírios","10-14",682,"Masculino"
"4338",211290,"Vitória do Mearim","10-14",1571,"Masculino"
"4339",211300,"Vitorino Freire","10-14",1425,"Masculino"
"4340",211400,"Zé Doca","10-14",2458,"Masculino"
"4341",210005,"Açailândia","15-19",5802,"Masculino"
"4342",210010,"Afonso Cunha","15-19",355,"Masculino"
"4343",210015,"Água Doce do Maranhão","15-19",555,"Masculino"
"4344",210020,"Alcântara","15-19",957,"Masculino"
"4345",210030,"Aldeias Altas","15-19",1355,"Masculino"
"4346",210040,"Altamira do Maranhão","15-19",381,"Masculino"
"4347",210043,"Alto Alegre do Maranhão","15-19",1497,"Masculino"
"4348",210047,"Alto Alegre do Pindaré","15-19",1631,"Masculino"
"4349",210050,"Alto Parnaíba","15-19",511,"Masculino"
"4350",210055,"Amapá do Maranhão","15-19",399,"Masculino"
"4351",210060,"Amarante do Maranhão","15-19",2249,"Masculino"
"4352",210070,"Anajatuba","15-19",1155,"Masculino"
"4353",210080,"Anapurus","15-19",849,"Masculino"
"4354",210083,"Apicum-Açu","15-19",929,"Masculino"
"4355",210087,"Araguanã","15-19",699,"Masculino"
"4356",210090,"Araioses","15-19",2239,"Masculino"
"4357",210095,"Arame","15-19",1916,"Masculino"
"4358",210100,"Arari","15-19",1403,"Masculino"
"4359",210110,"Axixá","15-19",601,"Masculino"
"4360",210120,"Bacabal","15-19",4871,"Masculino"
"4361",210125,"Bacabeira","15-19",837,"Masculino"
"4362",210130,"Bacuri","15-19",902,"Masculino"
"4363",210135,"Bacurituba","15-19",249,"Masculino"
"4364",210140,"Balsas","15-19",5132,"Masculino"
"4365",210150,"Barão de Grajaú","15-19",890,"Masculino"
"4366",210160,"Barra do Corda","15-19",3900,"Masculino"
"4367",210170,"Barreirinhas","15-19",3417,"Masculino"
"4368",210177,"Bela Vista do Maranhão","15-19",578,"Masculino"
"4369",210173,"Belágua","15-19",428,"Masculino"
"4370",210180,"Benedito Leite","15-19",225,"Masculino"
"4371",210190,"Bequimão","15-19",801,"Masculino"
"4372",210193,"Bernardo do Mearim","15-19",204,"Masculino"
"4373",210197,"Boa Vista do Gurupi","15-19",510,"Masculino"
"4374",210200,"Bom Jardim","15-19",2026,"Masculino"
"4375",210203,"Bom Jesus das Selvas","15-19",2015,"Masculino"
"4376",210207,"Bom Lugar","15-19",747,"Masculino"
"4377",210210,"Brejo","15-19",1886,"Masculino"
"4378",210215,"Brejo de Areia","15-19",516,"Masculino"
"4379",210220,"Buriti","15-19",1464,"Masculino"
"4380",210230,"Buriti Bravo","15-19",1073,"Masculino"
"4381",210232,"Buriticupu","15-19",4078,"Masculino"
"4382",210235,"Buritirana","15-19",715,"Masculino"
"4383",210237,"Cachoeira Grande","15-19",569,"Masculino"
"4384",210240,"Cajapió","15-19",498,"Masculino"
"4385",210250,"Cajari","15-19",1014,"Masculino"
"4386",210255,"Campestre do Maranhão","15-19",748,"Masculino"
"4387",210260,"Cândido Mendes","15-19",977,"Masculino"
"4388",210270,"Cantanhede","15-19",1123,"Masculino"
"4389",210275,"Capinzal do Norte","15-19",442,"Masculino"
"4390",210280,"Carolina","15-19",1112,"Masculino"
"4391",210290,"Carutapera","15-19",1186,"Masculino"
"4392",210300,"Caxias","15-19",7738,"Masculino"
"4393",210310,"Cedral","15-19",488,"Masculino"
"4394",210312,"Central do Maranhão","15-19",432,"Masculino"
"4395",210315,"Centro do Guilherme","15-19",809,"Masculino"
"4396",210317,"Centro Novo do Maranhão","15-19",1313,"Masculino"
"4397",210320,"Chapadinha","15-19",3744,"Masculino"
"4398",210325,"Cidelândia","15-19",759,"Masculino"
"4399",210330,"Codó","15-19",5592,"Masculino"
"4400",210340,"Coelho Neto","15-19",2302,"Masculino"
"4401",210350,"Colinas","15-19",2033,"Masculino"
"4402",210355,"Conceição do Lago-Açu","15-19",927,"Masculino"
"4403",210360,"Coroatá","15-19",3258,"Masculino"
"4404",210370,"Cururupu","15-19",1471,"Masculino"
"4405",210375,"Davinópolis","15-19",675,"Masculino"
"4406",210380,"Dom Pedro","15-19",1036,"Masculino"
"4407",210390,"Duque Bacelar","15-19",631,"Masculino"
"4408",210400,"Esperantinópolis","15-19",754,"Masculino"
"4409",210405,"Estreito","15-19",2090,"Masculino"
"4410",210407,"Feira Nova do Maranhão","15-19",387,"Masculino"
"4411",210408,"Fernando Falcão","15-19",619,"Masculino"
"4412",210409,"Formosa da Serra Negra","15-19",1000,"Masculino"
"4413",210410,"Fortaleza dos Nogueiras","15-19",629,"Masculino"
"4414",210420,"Fortuna","15-19",736,"Masculino"
"4415",210430,"Godofredo Viana","15-19",520,"Masculino"
"4416",210440,"Gonçalves Dias","15-19",811,"Masculino"
"4417",210450,"Governador Archer","15-19",492,"Masculino"
"4418",210455,"Governador Edison Lobão","15-19",948,"Masculino"
"4419",210460,"Governador Eugênio Barros","15-19",832,"Masculino"
"4420",210462,"Governador Luiz Rocha","15-19",387,"Masculino"
"4421",210465,"Governador Newton Bello","15-19",521,"Masculino"
"4422",210467,"Governador Nunes Freire","15-19",1428,"Masculino"
"4423",210470,"Graça Aranha","15-19",249,"Masculino"
"4424",210480,"Grajaú","15-19",3616,"Masculino"
"4425",210490,"Guimarães","15-19",484,"Masculino"
"4426",210500,"Humberto de Campos","15-19",1681,"Masculino"
"4427",210510,"Icatu","15-19",1368,"Masculino"
"4428",210515,"Igarapé do Meio","15-19",712,"Masculino"
"4429",210520,"Igarapé Grande","15-19",469,"Masculino"
"4430",210530,"Imperatriz","15-19",11769,"Masculino"
"4431",210535,"Itaipava do Grajaú","15-19",808,"Masculino"
"4432",210540,"Itapecuru Mirim","15-19",3137,"Masculino"
"4433",210542,"Itinga do Maranhão","15-19",1295,"Masculino"
"4434",210545,"Jatobá","15-19",441,"Masculino"
"4435",210547,"Jenipapo dos Vieiras","15-19",820,"Masculino"
"4436",210550,"João Lisboa","15-19",1092,"Masculino"
"4437",210560,"Joselândia","15-19",756,"Masculino"
"4438",210565,"Junco do Maranhão","15-19",164,"Masculino"
"4439",210570,"Lago da Pedra","15-19",2471,"Masculino"
"4440",210580,"Lago do Junco","15-19",525,"Masculino"
"4441",210594,"Lago dos Rodrigues","15-19",346,"Masculino"
"4442",210590,"Lago Verde","15-19",838,"Masculino"
"4443",210592,"Lagoa do Mato","15-19",578,"Masculino"
"4444",210596,"Lagoa Grande do Maranhão","15-19",646,"Masculino"
"4445",210598,"Lajeado Novo","15-19",327,"Masculino"
"4446",210600,"Lima Campos","15-19",520,"Masculino"
"4447",210610,"Loreto","15-19",604,"Masculino"
"4448",210620,"Luís Domingues","15-19",314,"Masculino"
"4449",210630,"Magalhães de Almeida","15-19",921,"Masculino"
"4450",210632,"Maracaçumé","15-19",1039,"Masculino"
"4451",210635,"Marajá do Sena","15-19",484,"Masculino"
"4452",210637,"Maranhãozinho","15-19",696,"Masculino"
"4453",210640,"Mata Roma","15-19",869,"Masculino"
"4454",210650,"Matinha","15-19",1055,"Masculino"
"4455",210660,"Matões","15-19",1659,"Masculino"
"4456",210663,"Matões do Norte","15-19",1024,"Masculino"
"4457",210667,"Milagres do Maranhão","15-19",477,"Masculino"
"4458",210670,"Mirador","15-19",1060,"Masculino"
"4459",210675,"Miranda do Norte","15-19",1204,"Masculino"
"4460",210680,"Mirinzal","15-19",696,"Masculino"
"4461",210690,"Monção","15-19",1695,"Masculino"
"4462",210700,"Montes Altos","15-19",442,"Masculino"
"4463",210710,"Morros","15-19",1076,"Masculino"
"4464",210720,"Nina Rodrigues","15-19",812,"Masculino"
"4465",210725,"Nova Colinas","15-19",262,"Masculino"
"4466",210730,"Nova Iorque","15-19",224,"Masculino"
"4467",210735,"Nova Olinda do Maranhão","15-19",1029,"Masculino"
"4468",210740,"Olho d'Água das Cunhãs","15-19",845,"Masculino"
"4469",210745,"Olinda Nova do Maranhão","15-19",770,"Masculino"
"4470",210750,"Paço do Lumiar","15-19",5622,"Masculino"
"4471",210760,"Palmeirândia","15-19",885,"Masculino"
"4472",210770,"Paraibano","15-19",816,"Masculino"
"4473",210780,"Parnarama","15-19",1620,"Masculino"
"4474",210790,"Passagem Franca","15-19",824,"Masculino"
"4475",210800,"Pastos Bons","15-19",930,"Masculino"
"4476",210805,"Paulino Neves","15-19",857,"Masculino"
"4477",210810,"Paulo Ramos","15-19",1097,"Masculino"
"4478",210820,"Pedreiras","15-19",1638,"Masculino"
"4479",210825,"Pedro do Rosário","15-19",1379,"Masculino"
"4480",210830,"Penalva","15-19",2082,"Masculino"
"4481",210840,"Peri Mirim","15-19",603,"Masculino"
"4482",210845,"Peritoró","15-19",1206,"Masculino"
"4483",210850,"Pindaré-Mirim","15-19",1592,"Masculino"
"4484",210860,"Pinheiro","15-19",3758,"Masculino"
"4485",210870,"Pio XII","15-19",1024,"Masculino"
"4486",210880,"Pirapemas","15-19",923,"Masculino"
"4487",210890,"Poção de Pedras","15-19",737,"Masculino"
"4488",210900,"Porto Franco","15-19",1113,"Masculino"
"4489",210905,"Porto Rico do Maranhão","15-19",254,"Masculino"
"4490",210910,"Presidente Dutra","15-19",2033,"Masculino"
"4491",210920,"Presidente Juscelino","15-19",747,"Masculino"
"4492",210923,"Presidente Médici","15-19",368,"Masculino"
"4493",210927,"Presidente Sarney","15-19",1035,"Masculino"
"4494",210930,"Presidente Vargas","15-19",585,"Masculino"
"4495",210940,"Primeira Cruz","15-19",866,"Masculino"
"4496",210945,"Raposa","15-19",1564,"Masculino"
"4497",210950,"Riachão","15-19",867,"Masculino"
"4498",210955,"Ribamar Fiquene","15-19",348,"Masculino"
"4499",210960,"Rosário","15-19",1967,"Masculino"
"4500",210970,"Sambaíba","15-19",246,"Masculino"
"4501",210975,"Santa Filomena do Maranhão","15-19",357,"Masculino"
"4502",210980,"Santa Helena","15-19",2126,"Masculino"
"4503",210990,"Santa Inês","15-19",4290,"Masculino"
"4504",211000,"Santa Luzia","15-19",3718,"Masculino"
"4505",211003,"Santa Luzia do Paruá","15-19",1253,"Masculino"
"4506",211010,"Santa Quitéria do Maranhão","15-19",1281,"Masculino"
"4507",211020,"Santa Rita","15-19",1831,"Masculino"
"4508",211023,"Santana do Maranhão","15-19",688,"Masculino"
"4509",211027,"Santo Amaro do Maranhão","15-19",952,"Masculino"
"4510",211030,"Santo Antônio dos Lopes","15-19",649,"Masculino"
"4511",211040,"São Benedito do Rio Preto","15-19",980,"Masculino"
"4512",211050,"São Bento","15-19",1857,"Masculino"
"4513",211060,"São Bernardo","15-19",1324,"Masculino"
"4514",211065,"São Domingos do Azeitão","15-19",386,"Masculino"
"4515",211070,"São Domingos do Maranhão","15-19",1625,"Masculino"
"4516",211080,"São Félix de Balsas","15-19",190,"Masculino"
"4517",211085,"São Francisco do Brejão","15-19",556,"Masculino"
"4518",211090,"São Francisco do Maranhão","15-19",551,"Masculino"
"4519",211100,"São João Batista","15-19",927,"Masculino"
"4520",211102,"São João do Carú","15-19",918,"Masculino"
"4521",211105,"São João do Paraíso","15-19",499,"Masculino"
"4522",211107,"São João do Soter","15-19",955,"Masculino"
"4523",211110,"São João dos Patos","15-19",1019,"Masculino"
"4524",211120,"São José de Ribamar","15-19",8458,"Masculino"
"4525",211125,"São José dos Basílios","15-19",310,"Masculino"
"4526",211130,"São Luís","15-19",48551,"Masculino"
"4527",211140,"São Luís Gonzaga do Maranhão","15-19",933,"Masculino"
"4528",211150,"São Mateus do Maranhão","15-19",1826,"Masculino"
"4529",211153,"São Pedro da Água Branca","15-19",619,"Masculino"
"4530",211157,"São Pedro dos Crentes","15-19",228,"Masculino"
"4531",211160,"São Raimundo das Mangabeiras","15-19",866,"Masculino"
"4532",211163,"São Raimundo do Doca Bezerra","15-19",258,"Masculino"
"4533",211167,"São Roberto","15-19",298,"Masculino"
"4534",211170,"São Vicente Ferrer","15-19",1015,"Masculino"
"4535",211172,"Satubinha","15-19",718,"Masculino"
"4536",211174,"Senador Alexandre Costa","15-19",543,"Masculino"
"4537",211176,"Senador La Rocque","15-19",657,"Masculino"
"4538",211178,"Serrano do Maranhão","15-19",569,"Masculino"
"4539",211180,"Sítio Novo","15-19",763,"Masculino"
"4540",211190,"Sucupira do Norte","15-19",474,"Masculino"
"4541",211195,"Sucupira do Riachão","15-19",256,"Masculino"
"4542",211200,"Tasso Fragoso","15-19",427,"Masculino"
"4543",211210,"Timbiras","15-19",1424,"Masculino"
"4544",211220,"Timon","15-19",8269,"Masculino"
"4545",211223,"Trizidela do Vale","15-19",910,"Masculino"
"4546",211227,"Tufilândia","15-19",327,"Masculino"
"4547",211230,"Tuntum","15-19",1918,"Masculino"
"4548",211240,"Turiaçu","15-19",1909,"Masculino"
"4549",211245,"Turilândia","15-19",1403,"Masculino"
"4550",211250,"Tutóia","15-19",2974,"Masculino"
"4551",211260,"Urbano Santos","15-19",1728,"Masculino"
"4552",211270,"Vargem Grande","15-19",2919,"Masculino"
"4553",211280,"Viana","15-19",2514,"Masculino"
"4554",211285,"Vila Nova dos Martírios","15-19",817,"Masculino"
"4555",211290,"Vitória do Mearim","15-19",1480,"Masculino"
"4556",211300,"Vitorino Freire","15-19",1417,"Masculino"
"4557",211400,"Zé Doca","15-19",2344,"Masculino"
"4558",210005,"Açailândia","20-24",5778,"Masculino"
"4559",210010,"Afonso Cunha","20-24",323,"Masculino"
"4560",210015,"Água Doce do Maranhão","20-24",566,"Masculino"
"4561",210020,"Alcântara","20-24",901,"Masculino"
"4562",210030,"Aldeias Altas","20-24",1275,"Masculino"
"4563",210040,"Altamira do Maranhão","20-24",420,"Masculino"
"4564",210043,"Alto Alegre do Maranhão","20-24",1382,"Masculino"
"4565",210047,"Alto Alegre do Pindaré","20-24",1650,"Masculino"
"4566",210050,"Alto Parnaíba","20-24",509,"Masculino"
"4567",210055,"Amapá do Maranhão","20-24",390,"Masculino"
"4568",210060,"Amarante do Maranhão","20-24",2026,"Masculino"
"4569",210070,"Anajatuba","20-24",1249,"Masculino"
"4570",210080,"Anapurus","20-24",829,"Masculino"
"4571",210083,"Apicum-Açu","20-24",966,"Masculino"
"4572",210087,"Araguanã","20-24",768,"Masculino"
"4573",210090,"Araioses","20-24",2239,"Masculino"
"4574",210095,"Arame","20-24",1685,"Masculino"
"4575",210100,"Arari","20-24",1371,"Masculino"
"4576",210110,"Axixá","20-24",563,"Masculino"
"4577",210120,"Bacabal","20-24",4652,"Masculino"
"4578",210125,"Bacabeira","20-24",851,"Masculino"
"4579",210130,"Bacuri","20-24",919,"Masculino"
"4580",210135,"Bacurituba","20-24",230,"Masculino"
"4581",210140,"Balsas","20-24",5512,"Masculino"
"4582",210150,"Barão de Grajaú","20-24",883,"Masculino"
"4583",210160,"Barra do Corda","20-24",4094,"Masculino"
"4584",210170,"Barreirinhas","20-24",3057,"Masculino"
"4585",210177,"Bela Vista do Maranhão","20-24",572,"Masculino"
"4586",210173,"Belágua","20-24",442,"Masculino"
"4587",210180,"Benedito Leite","20-24",259,"Masculino"
"4588",210190,"Bequimão","20-24",820,"Masculino"
"4589",210193,"Bernardo do Mearim","20-24",228,"Masculino"
"4590",210197,"Boa Vista do Gurupi","20-24",548,"Masculino"
"4591",210200,"Bom Jardim","20-24",2062,"Masculino"
"4592",210203,"Bom Jesus das Selvas","20-24",1862,"Masculino"
"4593",210207,"Bom Lugar","20-24",774,"Masculino"
"4594",210210,"Brejo","20-24",1622,"Masculino"
"4595",210215,"Brejo de Areia","20-24",497,"Masculino"
"4596",210220,"Buriti","20-24",1478,"Masculino"
"4597",210230,"Buriti Bravo","20-24",963,"Masculino"
"4598",210232,"Buriticupu","20-24",3857,"Masculino"
"4599",210235,"Buritirana","20-24",738,"Masculino"
"4600",210237,"Cachoeira Grande","20-24",519,"Masculino"
"4601",210240,"Cajapió","20-24",509,"Masculino"
"4602",210250,"Cajari","20-24",1040,"Masculino"
"4603",210255,"Campestre do Maranhão","20-24",678,"Masculino"
"4604",210260,"Cândido Mendes","20-24",1018,"Masculino"
"4605",210270,"Cantanhede","20-24",1111,"Masculino"
"4606",210275,"Capinzal do Norte","20-24",454,"Masculino"
"4607",210280,"Carolina","20-24",1214,"Masculino"
"4608",210290,"Carutapera","20-24",1286,"Masculino"
"4609",210300,"Caxias","20-24",7242,"Masculino"
"4610",210310,"Cedral","20-24",476,"Masculino"
"4611",210312,"Central do Maranhão","20-24",389,"Masculino"
"4612",210315,"Centro do Guilherme","20-24",733,"Masculino"
"4613",210317,"Centro Novo do Maranhão","20-24",1326,"Masculino"
"4614",210320,"Chapadinha","20-24",3676,"Masculino"
"4615",210325,"Cidelândia","20-24",691,"Masculino"
"4616",210330,"Codó","20-24",5410,"Masculino"
"4617",210340,"Coelho Neto","20-24",2174,"Masculino"
"4618",210350,"Colinas","20-24",2026,"Masculino"
"4619",210355,"Conceição do Lago-Açu","20-24",839,"Masculino"
"4620",210360,"Coroatá","20-24",3113,"Masculino"
"4621",210370,"Cururupu","20-24",1464,"Masculino"
"4622",210375,"Davinópolis","20-24",655,"Masculino"
"4623",210380,"Dom Pedro","20-24",1088,"Masculino"
"4624",210390,"Duque Bacelar","20-24",543,"Masculino"
"4625",210400,"Esperantinópolis","20-24",759,"Masculino"
"4626",210405,"Estreito","20-24",2328,"Masculino"
"4627",210407,"Feira Nova do Maranhão","20-24",423,"Masculino"
"4628",210408,"Fernando Falcão","20-24",573,"Masculino"
"4629",210409,"Formosa da Serra Negra","20-24",1196,"Masculino"
"4630",210410,"Fortaleza dos Nogueiras","20-24",679,"Masculino"
"4631",210420,"Fortuna","20-24",673,"Masculino"
"4632",210430,"Godofredo Viana","20-24",660,"Masculino"
"4633",210440,"Gonçalves Dias","20-24",760,"Masculino"
"4634",210450,"Governador Archer","20-24",516,"Masculino"
"4635",210455,"Governador Edison Lobão","20-24",962,"Masculino"
"4636",210460,"Governador Eugênio Barros","20-24",827,"Masculino"
"4637",210462,"Governador Luiz Rocha","20-24",417,"Masculino"
"4638",210465,"Governador Newton Bello","20-24",477,"Masculino"
"4639",210467,"Governador Nunes Freire","20-24",1350,"Masculino"
"4640",210470,"Graça Aranha","20-24",270,"Masculino"
"4641",210480,"Grajaú","20-24",3627,"Masculino"
"4642",210490,"Guimarães","20-24",445,"Masculino"
"4643",210500,"Humberto de Campos","20-24",1512,"Masculino"
"4644",210510,"Icatu","20-24",1404,"Masculino"
"4645",210515,"Igarapé do Meio","20-24",672,"Masculino"
"4646",210520,"Igarapé Grande","20-24",464,"Masculino"
"4647",210530,"Imperatriz","20-24",12356,"Masculino"
"4648",210535,"Itaipava do Grajaú","20-24",814,"Masculino"
"4649",210540,"Itapecuru Mirim","20-24",3314,"Masculino"
"4650",210542,"Itinga do Maranhão","20-24",1289,"Masculino"
"4651",210545,"Jatobá","20-24",486,"Masculino"
"4652",210547,"Jenipapo dos Vieiras","20-24",791,"Masculino"
"4653",210550,"João Lisboa","20-24",1092,"Masculino"
"4654",210560,"Joselândia","20-24",686,"Masculino"
"4655",210565,"Junco do Maranhão","20-24",174,"Masculino"
"4656",210570,"Lago da Pedra","20-24",2474,"Masculino"
"4657",210580,"Lago do Junco","20-24",508,"Masculino"
"4658",210594,"Lago dos Rodrigues","20-24",389,"Masculino"
"4659",210590,"Lago Verde","20-24",688,"Masculino"
"4660",210592,"Lagoa do Mato","20-24",537,"Masculino"
"4661",210596,"Lagoa Grande do Maranhão","20-24",551,"Masculino"
"4662",210598,"Lajeado Novo","20-24",312,"Masculino"
"4663",210600,"Lima Campos","20-24",479,"Masculino"
"4664",210610,"Loreto","20-24",627,"Masculino"
"4665",210620,"Luís Domingues","20-24",367,"Masculino"
"4666",210630,"Magalhães de Almeida","20-24",944,"Masculino"
"4667",210632,"Maracaçumé","20-24",1044,"Masculino"
"4668",210635,"Marajá do Sena","20-24",436,"Masculino"
"4669",210637,"Maranhãozinho","20-24",784,"Masculino"
"4670",210640,"Mata Roma","20-24",785,"Masculino"
"4671",210650,"Matinha","20-24",1111,"Masculino"
"4672",210660,"Matões","20-24",1490,"Masculino"
"4673",210663,"Matões do Norte","20-24",1137,"Masculino"
"4674",210667,"Milagres do Maranhão","20-24",397,"Masculino"
"4675",210670,"Mirador","20-24",1081,"Masculino"
"4676",210675,"Miranda do Norte","20-24",1402,"Masculino"
"4677",210680,"Mirinzal","20-24",633,"Masculino"
"4678",210690,"Monção","20-24",1788,"Masculino"
"4679",210700,"Montes Altos","20-24",411,"Masculino"
"4680",210710,"Morros","20-24",1048,"Masculino"
"4681",210720,"Nina Rodrigues","20-24",760,"Masculino"
"4682",210725,"Nova Colinas","20-24",268,"Masculino"
"4683",210730,"Nova Iorque","20-24",195,"Masculino"
"4684",210735,"Nova Olinda do Maranhão","20-24",1022,"Masculino"
"4685",210740,"Olho d'Água das Cunhãs","20-24",904,"Masculino"
"4686",210745,"Olinda Nova do Maranhão","20-24",714,"Masculino"
"4687",210750,"Paço do Lumiar","20-24",6237,"Masculino"
"4688",210760,"Palmeirândia","20-24",877,"Masculino"
"4689",210770,"Paraibano","20-24",962,"Masculino"
"4690",210780,"Parnarama","20-24",1526,"Masculino"
"4691",210790,"Passagem Franca","20-24",901,"Masculino"
"4692",210800,"Pastos Bons","20-24",913,"Masculino"
"4693",210805,"Paulino Neves","20-24",894,"Masculino"
"4694",210810,"Paulo Ramos","20-24",1064,"Masculino"
"4695",210820,"Pedreiras","20-24",1674,"Masculino"
"4696",210825,"Pedro do Rosário","20-24",1228,"Masculino"
"4697",210830,"Penalva","20-24",2055,"Masculino"
"4698",210840,"Peri Mirim","20-24",612,"Masculino"
"4699",210845,"Peritoró","20-24",1101,"Masculino"
"4700",210850,"Pindaré-Mirim","20-24",1465,"Masculino"
"4701",210860,"Pinheiro","20-24",3626,"Masculino"
"4702",210870,"Pio XII","20-24",1070,"Masculino"
"4703",210880,"Pirapemas","20-24",905,"Masculino"
"4704",210890,"Poção de Pedras","20-24",722,"Masculino"
"4705",210900,"Porto Franco","20-24",1218,"Masculino"
"4706",210905,"Porto Rico do Maranhão","20-24",218,"Masculino"
"4707",210910,"Presidente Dutra","20-24",2221,"Masculino"
"4708",210920,"Presidente Juscelino","20-24",698,"Masculino"
"4709",210923,"Presidente Médici","20-24",379,"Masculino"
"4710",210927,"Presidente Sarney","20-24",971,"Masculino"
"4711",210930,"Presidente Vargas","20-24",618,"Masculino"
"4712",210940,"Primeira Cruz","20-24",853,"Masculino"
"4713",210945,"Raposa","20-24",1569,"Masculino"
"4714",210950,"Riachão","20-24",942,"Masculino"
"4715",210955,"Ribamar Fiquene","20-24",340,"Masculino"
"4716",210960,"Rosário","20-24",2101,"Masculino"
"4717",210970,"Sambaíba","20-24",308,"Masculino"
"4718",210975,"Santa Filomena do Maranhão","20-24",384,"Masculino"
"4719",210980,"Santa Helena","20-24",1956,"Masculino"
"4720",210990,"Santa Inês","20-24",4163,"Masculino"
"4721",211000,"Santa Luzia","20-24",3559,"Masculino"
"4722",211003,"Santa Luzia do Paruá","20-24",1220,"Masculino"
"4723",211010,"Santa Quitéria do Maranhão","20-24",1222,"Masculino"
"4724",211020,"Santa Rita","20-24",1831,"Masculino"
"4725",211023,"Santana do Maranhão","20-24",731,"Masculino"
"4726",211027,"Santo Amaro do Maranhão","20-24",898,"Masculino"
"4727",211030,"Santo Antônio dos Lopes","20-24",627,"Masculino"
"4728",211040,"São Benedito do Rio Preto","20-24",951,"Masculino"
"4729",211050,"São Bento","20-24",1977,"Masculino"
"4730",211060,"São Bernardo","20-24",1275,"Masculino"
"4731",211065,"São Domingos do Azeitão","20-24",344,"Masculino"
"4732",211070,"São Domingos do Maranhão","20-24",1694,"Masculino"
"4733",211080,"São Félix de Balsas","20-24",216,"Masculino"
"4734",211085,"São Francisco do Brejão","20-24",551,"Masculino"
"4735",211090,"São Francisco do Maranhão","20-24",555,"Masculino"
"4736",211100,"São João Batista","20-24",965,"Masculino"
"4737",211102,"São João do Carú","20-24",853,"Masculino"
"4738",211105,"São João do Paraíso","20-24",575,"Masculino"
